id;full_name;relationship;phone;alt_phone;email;address;notes;status;address_two;city;state;zip;chart_id;type_patient_contact_types_id;created_by;created_date;last_modified_by;last_modified_date;del_status
606;Jose Burns;Other;1-(408)866-9554;1-(408)710-6374;jmurraygt@foxnews.com;14 Riverside Center;molestie lorem quisque ut erat curabitur gravida;ACT;Valley Edge;San Jose;California;95118;28;3;system;2016-04-24 12:53:48;Jeremy Murray;2016-09-30 07:14:48;false
607;Denise Little;Parent;1-(910)293-9317;1-(850)363-7099;rdanielsgu@businessweek.com;72 Blackbird Center;pellentesque eget nunc donec;ACT;Bay;Fayetteville;North Carolina;28314;159;3;system;2016-02-08 18:35:52;Roger Daniels;2016-11-18 19:22:05;false
608;Jane Grant;Probation Officer;1-(318)350-4657;1-(718)929-4681;kmorenogv@ovh.net;47800 Manitowish Court;vitae mattis nibh ligula nec sem;ACT;Eagan;Shreveport;Louisiana;71161;49;2;system;2016-05-24 13:16:53;Kelly Moreno;2016-02-24 16:07:23;false
609;Dennis Hanson;Sponsor;1-(704)746-7749;1-(281)837-5163;dhansengw@jigsy.com;89 Stephen Place;bibendum felis sed interdum;ACT;Leroy;Gastonia;North Carolina;28055;33;3;system;2016-05-22 12:08:46;Denise Hansen;2016-12-20 23:06:47;false
610;Edward Harrison;Spouse/Partner;1-(210)952-0955;1-(478)431-3978;pfernandezgx@comsenz.com;289 Anzinger Junction;enim blandit mi;ACT;Sullivan;San Antonio;Texas;78245;191;3;system;2016-07-10 11:29:58;Phillip Fernandez;2016-05-30 15:25:39;false
611;Ronald Lawson;Brother/Sister;1-(949)286-8570;1-(404)220-6726;sduncangy@geocities.jp;1357 Independence Junction;pede justo eu massa donec dapibus duis at;ACT;Forest Run;Huntington Beach;California;92648;276;3;system;2016-09-29 00:43:49;Steve Duncan;2016-09-13 04:39:22;false
612;Virginia Taylor;Child;1-(727)876-4567;1-(402)879-6061;cgriffingz@psu.edu;2 Eggendart Center;sed justo pellentesque viverra pede ac diam cras;ACT;Esch;Clearwater;Florida;34615;279;1;system;2016-05-31 09:19:56;Cheryl Griffin;2016-12-18 12:44:57;false
613;Ruth Bradley;Friend;1-(505)621-6779;1-(919)434-4367;rsimpsonh0@google.com.hk;91 Ruskin Parkway;quam a odio;ACT;Myrtle;Albuquerque;New Mexico;87140;88;2;system;2016-03-31 07:29:55;Randy Simpson;2016-06-24 05:39:26;false
614;Marilyn Fuller;Grandparent;1-(203)209-7362;1-(314)382-6225;jmedinah1@thetimes.co.uk;27415 Oriole Terrace;tortor id nulla ultrices aliquet maecenas leo odio condimentum;ACT;Gina;Norwalk;Connecticut;06859;131;4;system;2016-12-21 12:06:56;Jennifer Medina;2016-08-23 05:56:43;false
615;Jeffrey Hill;Guardian;1-(410)234-6456;1-(915)792-5097;ccrawfordh2@usatoday.com;0356 Shoshone Crossing;posuere metus vitae ipsum aliquam;ACT;Spenser;Baltimore;Maryland;21265;52;3;system;2016-02-13 07:23:06;Chris Crawford;2016-04-18 09:46:36;false
616;Albert Sanchez;Other;1-(303)959-3208;1-(775)142-8210;radamsh3@wikispaces.com;2539 Dayton Hill;sit amet nunc viverra dapibus nulla suscipit ligula in;ACT;Bowman;Denver;Colorado;80262;83;1;system;2016-07-08 06:14:37;Russell Adams;2016-11-28 02:34:56;false
617;Jack Gomez;Parent;1-(573)133-4701;1-(702)101-0971;sstephensh4@intel.com;84783 Katie Crossing;at nulla suspendisse potenti cras in purus;ACT;Delladonna;Columbia;Missouri;65218;163;3;system;2016-01-26 18:51:20;Sharon Stephens;2016-08-03 20:07:19;false
618;Judith Ryan;Probation Officer;1-(913)414-5284;1-(347)816-8004;gnguyenh5@rakuten.co.jp;41 Scofield Way;id turpis integer aliquet massa id;ACT;Miller;Shawnee Mission;Kansas;66205;239;3;system;2016-05-27 22:55:57;Gerald Nguyen;2016-09-29 13:31:47;false
619;Gloria Barnes;Sponsor;1-(571)483-5926;1-(404)270-1798;bnelsonh6@usgs.gov;7 Cascade Park;pulvinar sed nisl;ACT;Crownhardt;Alexandria;Virginia;22313;150;3;system;2016-10-11 07:02:41;Brian Nelson;2016-01-19 02:05:33;false
620;Carlos Howell;Spouse/Partner;1-(517)146-5644;1-(415)116-7320;jturnerh7@vimeo.com;040 Golf Course Place;consectetuer adipiscing elit proin interdum mauris non;ACT;Express;Kalamazoo;Michigan;49048;148;1;system;2016-02-12 08:44:36;Justin Turner;2016-02-14 04:06:02;false
621;Gregory Robinson;Brother/Sister;1-(682)852-5298;1-(701)168-6289;kkellyh8@cmu.edu;46171 Laurel Hill;quam nec dui;ACT;Lawn;Fort Worth;Texas;76115;218;1;system;2016-01-09 15:54:13;Keith Kelly;2016-06-05 05:42:52;false
622;Jeffrey Sims;Child;1-(313)798-0390;1-(314)361-4643;dturnerh9@loc.gov;414 Kedzie Court;semper porta volutpat quam;ACT;Ramsey;Detroit;Michigan;48217;199;3;system;2016-12-18 04:16:22;Diane Turner;2016-02-25 21:00:20;false
623;Kenneth Day;Friend;1-(954)364-8248;1-(316)340-9322;rfranklinha@google.ca;06344 Grayhawk Way;nunc nisl duis bibendum felis;ACT;John Wall;West Palm Beach;Florida;33411;179;2;system;2016-03-27 13:24:49;Rachel Franklin;2016-01-09 21:37:03;false
624;Alan Martin;Grandparent;1-(816)655-9997;1-(509)288-4184;jtaylorhb@fastcompany.com;34877 John Wall Park;sit amet eros suspendisse accumsan tortor quis turpis;ACT;Bluejay;Shawnee Mission;Kansas;66205;263;3;system;2016-03-04 09:30:07;Joan Taylor;2016-11-03 08:53:01;false
625;Wayne Wallace;Guardian;1-(816)486-8512;1-(865)337-3068;kmontgomeryhc@cdc.gov;084 Gina Circle;turpis nec euismod scelerisque quam turpis adipiscing lorem vitae;ACT;Fairfield;Independence;Missouri;64054;74;1;system;2016-05-23 07:12:52;Karen Montgomery;2016-03-01 03:43:09;false
626;Nancy Thomas;Other;1-(404)580-6827;1-(763)651-0784;spowellhd@stanford.edu;36780 Petterle Place;vestibulum sagittis sapien cum sociis;ACT;Bluejay;Lawrenceville;Georgia;30245;212;1;system;2016-07-04 00:46:45;Sean Powell;2016-11-27 23:29:38;false
627;Brian Young;Parent;1-(917)426-9867;1-(571)111-2364;mparkerhe@spotify.com;8 Holmberg Plaza;morbi quis tortor;ACT;Fair Oaks;New York City;New York;10280;124;3;system;2016-12-26 08:04:24;Maria Parker;2016-09-29 12:23:53;false
628;Frances Lawson;Probation Officer;1-(614)184-8588;1-(971)117-9781;rrichardsonhf@unesco.org;01 Sachtjen Terrace;aliquet at feugiat non pretium quis lectus suspendisse potenti in;ACT;Arizona;Columbus;Ohio;43204;8;3;system;2016-01-15 02:37:37;Rachel Richardson;2016-06-15 00:05:52;false
629;Karen Burke;Sponsor;1-(718)395-8219;1-(281)412-8232;sstevenshg@etsy.com;2890 Lakeland Trail;felis eu sapien cursus vestibulum proin eu mi nulla ac;ACT;Eastlawn;Brooklyn;New York;11215;112;1;system;2016-08-01 21:55:37;Sara Stevens;2016-01-22 06:15:43;false
630;Kenneth Owens;Spouse/Partner;1-(904)283-8322;1-(918)866-3995;rmorenohh@bbb.org;7 Holmberg Drive;amet nulla quisque;ACT;Northview;Jacksonville;Florida;32215;126;1;system;2016-10-31 02:35:37;Ruth Moreno;2016-09-13 23:24:31;false
631;Teresa Morrison;Brother/Sister;1-(971)634-2452;1-(313)195-7039;jwoodshi@wisc.edu;45298 Northwestern Road;bibendum imperdiet nullam;ACT;Waywood;Portland;Oregon;97240;170;1;system;2016-05-14 00:13:22;Joan Woods;2016-08-01 16:30:28;false
632;Amy Ruiz;Child;1-(503)989-0153;1-(330)620-8768;rkelleyhj@friendfeed.com;93 Bellgrove Way;tincidunt in leo;ACT;Valley Edge;Portland;Oregon;97201;249;3;system;2016-01-30 12:52:25;Rose Kelley;2016-01-06 19:39:43;false
633;Robin Anderson;Friend;1-(701)275-6630;1-(561)327-4685;jgranthk@washingtonpost.com;212 Lakewood Gardens Lane;sit amet cursus;ACT;Hanson;Grand Forks;North Dakota;58207;108;1;system;2016-11-29 13:13:05;Jeremy Grant;2016-07-30 06:33:22;false
634;Jacqueline Campbell;Grandparent;1-(315)993-0443;1-(402)704-6303;tjacobshl@skype.com;0782 Hollow Ridge Street;at velit vivamus vel nulla eget eros elementum pellentesque quisque;ACT;Oak Valley;Syracuse;New York;13251;196;4;system;2016-08-20 08:45:36;Todd Jacobs;2016-10-02 11:53:42;false
635;Julie Reid;Guardian;1-(571)938-7535;1-(352)833-3956;jjameshm@altervista.org;81738 Jenifer Plaza;sit amet consectetuer adipiscing;ACT;Roxbury;Arlington;Virginia;22217;262;1;system;2016-01-10 13:58:29;Jennifer James;2016-04-25 01:56:56;false
636;Jesse Little;Other;1-(952)172-6639;1-(484)713-2733;ljacksonhn@usa.gov;820 Shasta Trail;dictumst morbi vestibulum velit;ACT;Hanover;Maple Plain;Minnesota;55579;92;1;system;2016-10-18 12:11:04;Linda Jackson;2016-11-11 21:45:19;false
637;Steve Pierce;Parent;1-(585)525-7769;1-(916)813-4423;pmyersho@netvibes.com;074 Bellgrove Place;commodo vulputate justo in blandit ultrices enim lorem ipsum;ACT;Hayes;Rochester;New York;14683;32;2;system;2016-01-04 23:55:34;Peter Myers;2016-12-26 01:22:09;false
638;Justin Kennedy;Probation Officer;1-(830)745-5766;1-(803)616-7427;cparkerhp@posterous.com;71 Sommers Hill;integer tincidunt ante;ACT;Meadow Vale;San Antonio;Texas;78255;293;4;system;2016-06-06 09:30:03;Clarence Parker;2016-12-27 03:34:43;false
639;Rose White;Sponsor;1-(913)872-0815;1-(425)427-6374;mwillishq@fc2.com;3986 Red Cloud Park;fringilla rhoncus mauris;ACT;Pierstorff;Shawnee Mission;Kansas;66225;25;2;system;2016-01-23 04:04:44;Mildred Willis;2016-12-14 02:36:45;false
640;Shawn Martin;Spouse/Partner;1-(606)894-0399;1-(423)104-7794;mricehr@home.pl;3 Hoard Parkway;ultrices posuere cubilia;ACT;Melvin;London;Kentucky;40745;192;2;system;2016-09-18 01:10:56;Matthew Rice;2016-01-18 13:15:18;false
641;Daniel Murray;Brother/Sister;1-(469)858-1617;1-(678)711-2669;jhugheshs@livejournal.com;3719 Portage Avenue;ultrices posuere cubilia curae;ACT;Saint Paul;Dallas;Texas;75231;36;1;system;2016-12-14 07:02:17;Jennifer Hughes;2016-11-09 18:07:05;false
642;Jennifer Phillips;Child;1-(860)928-0400;1-(412)933-9821;jramirezht@e-recht24.de;8251 Express Drive;lectus pellentesque eget nunc donec quis orci eget orci vehicula;ACT;Morrow;Hartford;Connecticut;06152;201;3;system;2016-08-21 13:52:28;Johnny Ramirez;2016-12-26 15:46:46;false
643;Carolyn Franklin;Friend;1-(952)656-7593;1-(423)475-4053;sbennetthu@google.fr;4 Dorton Terrace;eget massa tempor convallis nulla neque libero convallis;ACT;Farwell;Young America;Minnesota;55573;142;1;system;2016-12-09 16:30:33;Stephen Bennett;2016-01-03 04:46:29;false
644;Jessica Riley;Grandparent;1-(202)838-1988;1-(215)736-7394;wmoorehv@dailymotion.com;18175 Service Drive;eget rutrum at lorem integer tincidunt ante;ACT;2nd;Washington;District of Columbia;20580;157;3;system;2016-11-10 18:38:24;Willie Moore;2016-11-22 01:12:43;false
645;Nancy Carter;Guardian;1-(937)756-2207;1-(304)288-9279;kpetershw@youtube.com;511 Blaine Hill;luctus et ultrices;ACT;Towne;Hamilton;Ohio;45020;267;3;system;2016-06-30 20:58:37;Kimberly Peters;2016-05-02 00:53:44;false
646;Sandra Freeman;Other;1-(352)569-7987;1-(713)773-1229;gdayhx@examiner.com;152 Fremont Circle;at velit vivamus vel nulla eget eros elementum pellentesque;ACT;Maryland;Spring Hill;Florida;34611;159;4;system;2016-09-21 16:36:43;Gloria Day;2016-04-05 05:23:50;false
647;Bobby Armstrong;Parent;1-(707)956-3056;1-(520)308-3985;rpetersonhy@craigslist.org;6005 Milwaukee Trail;turpis donec posuere metus;ACT;Surrey;Petaluma;California;94975;212;3;system;2016-09-28 10:50:21;Robin Peterson;2016-09-14 08:17:22;false
648;Susan Williamson;Probation Officer;1-(786)455-4961;1-(720)713-0098;mfieldshz@hao123.com;54 Straubel Circle;vestibulum quam sapien varius ut;ACT;Prairie Rose;Hialeah;Florida;33013;219;1;system;2016-01-31 17:31:57;Melissa Fields;2016-03-05 19:02:46;false
649;Bonnie Peters;Sponsor;1-(253)649-0369;1-(720)715-2137;rricei0@economist.com;3256 Haas Hill;neque duis bibendum morbi non;ACT;Roth;Olympia;Washington;98516;245;2;system;2016-06-17 06:19:14;Richard Rice;2016-05-05 19:33:23;false
650;Anna Nelson;Spouse/Partner;1-(806)147-0914;1-(559)123-2636;jbelli1@shareasale.com;5937 Lakeland Park;in lectus pellentesque at nulla suspendisse;ACT;Evergreen;Lubbock;Texas;79491;65;4;system;2016-04-25 12:58:10;Joe Bell;2016-10-01 18:44:59;false
651;Larry Porter;Brother/Sister;1-(619)614-0248;1-(952)952-8820;wgriffini2@patch.com;42 Holmberg Street;augue vel accumsan tellus nisi eu orci mauris;ACT;Spohn;San Diego;California;92153;157;4;system;2016-12-09 01:53:22;Walter Griffin;2016-11-16 08:04:08;false
652;Roger George;Child;1-(520)350-1585;1-(510)261-0606;pbarnesi3@linkedin.com;16 Tony Hill;venenatis lacinia aenean sit amet justo morbi ut odio cras;ACT;Swallow;Tucson;Arizona;85720;80;3;system;2016-06-15 18:56:45;Paul Barnes;2016-09-17 10:17:10;false
653;Tammy Ramirez;Friend;1-(208)172-8779;1-(310)948-1203;cjacksoni4@mozilla.org;132 Vidon Circle;ut blandit non interdum in ante;ACT;Buhler;Boise;Idaho;83757;187;3;system;2016-05-27 22:37:26;Cheryl Jackson;2016-10-02 10:55:15;false
654;Gregory Bailey;Grandparent;1-(702)983-9419;1-(323)842-8644;pdayi5@arizona.edu;0 Manitowish Parkway;ut massa volutpat;ACT;Roxbury;Henderson;Nevada;89012;215;2;system;2016-03-01 16:49:55;Phyllis Day;2016-01-17 06:40:10;false
655;Judith Fisher;Guardian;1-(502)895-5946;1-(404)661-5354;dhowelli6@psu.edu;30 Burning Wood Junction;nascetur ridiculus mus vivamus;ACT;Truax;Louisville;Kentucky;40205;16;2;system;2016-01-15 18:33:07;Dorothy Howell;2016-04-27 22:25:33;false
656;Henry Sanchez;Other;1-(478)371-4696;1-(319)238-3558;mhunti7@woothemes.com;9 Schurz Terrace;nullam sit amet;ACT;David;Macon;Georgia;31210;148;3;system;2016-12-10 22:44:56;Matthew Hunt;2016-11-28 00:40:38;false
657;Peter Henderson;Parent;1-(303)791-2171;1-(651)922-4757;gshawi8@artisteer.com;38 Lake View Circle;congue elementum in hac habitasse platea dictumst;ACT;Packers;Arvada;Colorado;80005;144;2;system;2016-05-18 10:49:53;Gerald Shaw;2016-01-10 11:39:10;false
658;Rebecca Evans;Probation Officer;1-(410)175-7018;1-(210)210-1636;sgonzalezi9@dedecms.com;0 Pepper Wood Lane;mauris vulputate elementum nullam varius nulla;ACT;Susan;Baltimore;Maryland;21216;65;1;system;2016-05-03 07:27:40;Sean Gonzalez;2016-01-02 05:25:43;false
659;Fred Fuller;Sponsor;1-(336)837-5588;1-(803)426-4678;anelsonia@ovh.net;28 Linden Place;tincidunt eget tempus vel pede;ACT;Florence;Greensboro;North Carolina;27425;209;4;system;2016-10-21 08:59:09;Ashley Nelson;2016-06-29 13:09:04;false
660;Victor Berry;Spouse/Partner;1-(559)132-9298;1-(615)167-6228;kstewartib@myspace.com;1342 Iowa Center;mauris enim leo rhoncus sed vestibulum sit amet;ACT;Michigan;Fresno;California;93721;31;1;system;2016-12-14 02:05:20;Kevin Stewart;2016-04-15 01:46:50;false
661;Arthur Daniels;Brother/Sister;1-(727)429-8198;1-(520)532-3095;rpowellic@uiuc.edu;913 Valley Edge Park;turpis elementum ligula;ACT;Donald;Clearwater;Florida;34620;236;4;system;2016-07-05 19:19:08;Richard Powell;2016-02-07 06:28:26;false
662;Bruce Crawford;Child;1-(850)901-9735;1-(520)958-9439;afullerid@printfriendly.com;9 Grover Drive;duis aliquam convallis;ACT;Maple Wood;Tallahassee;Florida;32314;109;1;system;2016-10-27 19:04:41;Ashley Fuller;2016-02-22 09:09:09;false
663;Ruth Carter;Friend;1-(205)739-0706;1-(619)272-8881;ataylorie@list-manage.com;7088 Hermina Center;convallis duis consequat dui nec;ACT;Troy;Birmingham;Alabama;35285;243;4;system;2016-03-14 16:00:58;Amanda Taylor;2016-06-01 09:33:24;false
664;Jane Lawson;Grandparent;1-(425)404-9307;1-(912)800-2692;iblackif@devhub.com;80063 Lillian Hill;et ultrices posuere cubilia curae nulla dapibus dolor vel est;ACT;Del Mar;Seattle;Washington;98109;30;3;system;2016-09-18 23:35:53;Irene Black;2016-04-07 22:10:32;false
665;Kenneth Morris;Guardian;1-(401)354-1128;1-(315)438-4904;dwellsig@cbsnews.com;831 Brown Alley;sed lacus morbi sem;ACT;Shasta;Providence;Rhode Island;02912;173;2;system;2016-05-05 15:16:37;Daniel Wells;2016-04-06 09:48:15;false
666;Michael James;Other;1-(205)816-0101;1-(916)630-9039;bgarciaih@zimbio.com;32 Becker Plaza;luctus et ultrices posuere cubilia curae;ACT;Kennedy;Tuscaloosa;Alabama;35405;86;2;system;2016-02-22 23:09:15;Brenda Garcia;2016-12-23 02:34:13;false
667;Donald Walker;Parent;1-(907)617-8361;1-(773)797-2818;tboydii@comcast.net;51 Talisman Pass;duis at velit eu est;ACT;Carpenter;Fairbanks;Alaska;99790;268;4;system;2016-11-14 13:41:22;Theresa Boyd;2016-07-20 06:22:42;false
668;Nancy Arnold;Probation Officer;1-(404)511-3236;1-(402)419-3454;jallenij@hc360.com;5163 Sunfield Drive;turpis eget elit sodales;ACT;Ridgeview;Decatur;Georgia;30033;72;4;system;2016-10-04 08:47:52;Julia Allen;2016-04-28 14:40:26;false
669;John Bailey;Sponsor;1-(334)660-9219;1-(972)387-8961;awilliamsonik@wiley.com;86 Nancy Road;sit amet sem fusce consequat nulla nisl;ACT;Eliot;Montgomery;Alabama;36104;167;2;system;2016-05-31 00:55:09;Anna Williamson;2016-09-27 15:39:19;false
670;Annie Ortiz;Spouse/Partner;1-(804)223-6997;1-(217)232-3307;troseil@unesco.org;5 Doe Crossing Alley;odio donec vitae nisi nam ultrices libero non;ACT;Moland;Richmond;Virginia;23277;13;3;system;2016-04-26 11:34:25;Timothy Rose;2016-01-05 03:58:56;false
671;Joshua Watkins;Brother/Sister;1-(214)671-0293;1-(352)775-6937;khudsonim@nyu.edu;170 Cherokee Crossing;neque duis bibendum morbi;ACT;Loomis;Dallas;Texas;75372;172;4;system;2016-04-20 14:00:59;Katherine Hudson;2016-03-27 09:53:14;false
672;Nicholas Garza;Child;1-(832)597-3861;1-(941)816-7983;ataylorin@com.com;9099 Merchant Alley;vulputate nonummy maecenas tincidunt lacus at velit vivamus vel nulla;ACT;Vera;Spring;Texas;77386;258;4;system;2016-04-02 16:49:15;Andrea Taylor;2016-05-17 14:16:44;false
673;Carlos Williams;Friend;1-(703)688-5875;1-(312)722-8794;dfieldsio@unicef.org;01703 Sundown Junction;ipsum dolor sit;ACT;Weeping Birch;Reston;Virginia;20195;298;4;system;2016-03-18 01:31:24;David Fields;2016-11-27 00:56:24;false
674;Annie West;Grandparent;1-(828)495-8925;1-(727)304-3582;jwoodip@zdnet.com;795 Moose Terrace;duis consequat dui;ACT;Emmet;Asheville;North Carolina;28815;252;2;system;2016-08-21 14:03:55;Jerry Wood;2016-04-29 09:41:21;false
675;Louis George;Guardian;1-(513)442-5218;1-(213)788-5764;flawrenceiq@disqus.com;0133 Loomis Crossing;gravida sem praesent id massa id nisl venenatis;ACT;Oriole;Cincinnati;Ohio;45271;51;4;system;2016-06-22 14:03:05;Frank Lawrence;2016-03-20 05:30:00;false
676;Christina Tucker;Other;1-(210)701-8060;1-(682)472-6402;tholmesir@issuu.com;54317 Caliangt Drive;eu massa donec;ACT;Claremont;San Antonio;Texas;78215;231;1;system;2016-10-24 06:49:09;Terry Holmes;2016-10-28 00:28:33;false
677;Eric Williamson;Parent;1-(608)116-4991;1-(414)180-7060;brichardsonis@hexun.com;4 Cody Alley;mauris eget massa tempor;ACT;Butterfield;Madison;Wisconsin;53726;166;4;system;2016-09-24 11:20:03;Billy Richardson;2016-10-17 16:11:10;false
678;Jeffrey Murphy;Probation Officer;1-(702)924-0844;1-(234)571-2678;tsmithit@cbsnews.com;268 Express Alley;nulla suspendisse potenti cras in;ACT;Jenifer;Las Vegas;Nevada;89135;119;3;system;2016-05-27 07:50:58;Tina Smith;2016-11-21 22:08:41;false
679;Paula Collins;Sponsor;1-(954)769-2695;1-(907)732-3388;prichardsiu@booking.com;10143 Cardinal Alley;elit sodales scelerisque mauris sit amet;ACT;Texas;Pompano Beach;Florida;33064;185;4;system;2016-05-02 23:46:12;Paul Richards;2016-02-04 15:32:28;false
680;Karen Wells;Spouse/Partner;1-(260)193-7216;1-(312)555-7810;ggilbertiv@fastcompany.com;44 Melody Road;morbi a ipsum integer;ACT;Autumn Leaf;Fort Wayne;Indiana;46825;234;4;system;2016-07-04 20:03:43;Gary Gilbert;2015-12-29 14:47:15;false
681;Joe Duncan;Brother/Sister;1-(757)757-7325;1-(727)143-8705;djohnsoniw@mozilla.org;099 Namekagon Avenue;ac consequat metus sapien ut nunc vestibulum ante ipsum primis;ACT;Brickson Park;Newport News;Virginia;23612;224;1;system;2016-03-02 16:38:19;Dennis Johnson;2016-12-23 11:01:17;false
682;Brenda Frazier;Child;1-(205)524-4070;1-(901)518-8130;kgreenix@shutterfly.com;911 Knutson Pass;vivamus vel nulla eget;ACT;Katie;Birmingham;Alabama;35242;103;1;system;2016-02-08 05:06:42;Karen Green;2016-09-03 06:33:09;false
683;Eric Jacobs;Friend;1-(919)226-1200;1-(423)497-8067;bmilleriy@jalbum.net;835 Fallview Point;curae nulla dapibus dolor;ACT;North;Raleigh;North Carolina;27610;230;1;system;2016-10-21 02:01:38;Bobby Miller;2016-09-23 12:45:14;false
684;Alice Carpenter;Grandparent;1-(901)664-8981;1-(619)142-1670;dpereziz@accuweather.com;68 Ohio Center;parturient montes nascetur ridiculus mus etiam vel augue vestibulum;ACT;Mayer;Memphis;Tennessee;38131;126;2;system;2016-08-07 04:58:52;Doris Perez;2016-12-12 14:06:45;false
685;Brandon Jacobs;Guardian;1-(316)999-2122;1-(202)683-6920;rrossj0@wufoo.com;80 Brentwood Drive;parturient montes nascetur ridiculus mus etiam vel augue;ACT;West;Wichita;Kansas;67220;50;1;system;2016-12-15 11:20:08;Ronald Ross;2016-05-28 23:18:31;false
686;Shirley Sanchez;Other;1-(775)873-6940;1-(202)849-0437;bharrisj1@pagesperso-orange.fr;59185 Farmco Way;odio consequat varius integer ac leo pellentesque;ACT;Moland;Reno;Nevada;89595;45;2;system;2016-07-18 06:23:55;Billy Harris;2016-08-04 15:16:39;false
687;Rachel Martinez;Parent;1-(513)997-7528;1-(202)577-7365;lpattersonj2@issuu.com;8618 Holmberg Hill;sem praesent id massa id nisl venenatis;ACT;Hayes;Cincinnati;Ohio;45254;25;1;system;2016-06-12 14:04:27;Lisa Patterson;2016-02-27 17:01:47;false
688;Edward Oliver;Probation Officer;1-(479)466-0484;1-(954)140-6196;joliverj3@sitemeter.com;673 Lotheville Park;posuere nonummy integer;ACT;Mesta;Fort Smith;Arkansas;72905;239;2;system;2016-12-12 14:32:34;Justin Oliver;2016-01-01 08:08:23;false
689;Joyce Garcia;Sponsor;1-(303)390-1795;1-(313)886-0388;glanej4@cbsnews.com;2 La Follette Road;sem fusce consequat;ACT;Cody;Englewood;Colorado;80150;194;1;system;2016-02-18 18:23:05;George Lane;2016-09-10 11:41:28;false
